Company,Model,Lens,NA,Zoom_x,Core_Technology,Configuration,type_of_interaction,Acquisition_mode,STR_nm,Accuracy_microns,Accuracy_percentage,Vertical_Resolution_nm,Sq_repeatability_nm,Repeatability _nm,Ra_repeatability_nm,Rz_repeatability_nm,Angular_Coverage_Perfectdiffuser_deg,Angular_Coverage_MirrorLike_deg,LATA_microns,Optical_Resolution_microns,Spatial_Sampling_microns,img_width,img_height,area_mm2,Line_Lenght_mm,XYspeed_mm/sec,Working_disitance_mm,Z_Speed_Sca_micron/sec,Z_stage,Z_working_range_mm,XY_Stage,Weight_Kg,Max_sample_weight_Kg,Frequency_KHz,Max_number_of_points_per_scan_,Sample_reflectivity_percentage,Measurement_time_s,COST,High_res_color_texture,Max. sample stage positioning range ,Intorduction date,Reference document
zygo,ZeGage Plus,GC 2x,0.055,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,2.66,,5.18,8.21,,,8.41,,,18.5,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 2x,0.055,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,2.66,,5.18,4.07,,,4.17,,,18.5,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 2x,0.055,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,2.66,,5.18,2.05,,,2.1,,,18.5,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 5x,0.14,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,6.3,,2.04,3.28,,,3.36,,,19,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 5x,0.14,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,6.3,,2.04,1.63,,,1.67,,,19,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 5x,0.14,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,6.3,,2.04,0.82,,,0.84,,,19,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 10x,0.28,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,13.13,,1.02,1.44,,,1.47,,,18,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 10x,0.28,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,13.13,,1.02,0.72,,,0.73,,,18,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
zygo,ZeGage Plus,GC 10x,0.28,,CSI,Benchtop,white light,Array,0.15,0.3,3,,0.01,,,,,13.13,,1.02,0.36,,,0.37,,,18,,Automated,20,Manual or atuomated,54,,,,0.05-100,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zygo,NewView 8300,STD 1.4x,0.04,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.85,,7.14,11.81,,,12.09,,,4,35,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 1.4x,0.04,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.85,,7.14,5.86,,,6,,,4,35,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 1.4x,0.04,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.85,,7.14,2.96,,,3.02,,,4,35,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 2.75x,0.08,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,3.71,,3.56,5.91,,,6.05,,,4.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 2.75x,0.08,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,3.71,,3.56,2.93,,,3,,,4.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 2.75x,0.08,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,3.71,,3.56,1.48,,,1.51,,,4.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 5.5x,0.15,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,7.27,,1.9,2.95,,,3.02,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 5.5x,0.15,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,7.27,,1.9,1.47,,,1.5,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 5.5x,0.15,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,7.27,,1.9,0.74,,,0.76,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 10x,0.3,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,14.53,,0.95,1.64,,,1.68,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 10x,0.3,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,14.53,,0.95,0.82,,,0.83,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 10x,0.3,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,14.53,,0.95,0.41,,,0.42,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 20x,4.7,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,21.8,,0.71,0.82,,,0.84,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 20x,4.7,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,21.8,,0.71,0.41,,,0.42,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 20x,4.7,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,21.8,,0.71,0.21,,,0.21,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 22x,0.1,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,4.84,,2.85,0.75,,,0.76,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 22x,0.1,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,4.84,,2.85,0.37,,,0.38,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 22x,0.1,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,4.84,,2.85,0.19,,,0.19,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 50x,0.55,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,28.13,,0.52,0.33,,,0.34,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 50x,0.55,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,28.13,,0.52,0.17,,,0.17,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 50x,0.55,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,28.13,,0.52,0.08,,,0.08,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 100x,0.85,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,40.36,,0.34,0.16,,,0.17,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 100x,0.85,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,40.36,,0.34,0.08,,,0.08,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,STD 100x,0.85,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,40.36,,0.34,0.04,,,0.04,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 1x,0.003,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.34,,9.5,16.42,,,16.81,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 1x,0.003,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.34,,9.5,8.15,,,8.34,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 1x,0.003,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.34,,9.5,4.1,,,4.2,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 2x,0.055,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,2.66,,5.18,8.21,,,8.41,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 2x,0.055,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,2.66,,5.18,4.07,,,4.17,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 2x,0.055,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,2.66,,5.18,2.05,,,2.1,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 5x,0.03,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,6.3,,1.02,3.28,,,3.36,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 5x,0.03,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,6.3,,1.02,1.63,,,1.67,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 5x,0.03,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,6.3,,1.02,0.82,,,0.84,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 10x,0.28,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,13.13,,1.02,1.44,,,1.47,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 10x,0.28,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,13.13,,1.02,0.7,,,0.73,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,LWD 10x,0.28,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,13.13,,1.02,0.36,,,0.37,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,SLWD 1x,0.03,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.34,,9.5,16.42,,,16.81,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,SLWD 1x,0.03,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.34,,9.5,8.15,,,8.34,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,SLWD 1x,0.03,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,1.34,,9.5,4.1,,,4.2,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,SLWD 5x,0.12,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,5.81,,2.38,3.28,,,3.36,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,SLWD 5x,0.12,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,5.81,,2.38,1.63,,,1.67,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,SLWD 5x,0.12,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,5.81,,2.38,0.82,,,0.84,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 2x,0.055,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,2.66,,5.18,8.21,,,8.41,,,18.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 2x,0.055,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,2.66,,5.18,4.07,,,4.17,,,18.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 2x,0.055,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,2.66,,5.18,2.05,,,2.1,,,18.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 5x,0.14,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,6.3,,2.04,3.28,,,3.36,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 5x,0.14,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,6.3,,2.04,1.63,,,1.67,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 5x,0.14,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,6.3,,2.04,0.82,,,0.84,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 10x,0.28,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,13.13,,1.02,1.44,,,1.47,,,18,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 10x,0.28,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,13.13,,1.02,0.72,,,0.73,,,18,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8300,GC 10x,0.28,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.008,,,,86,13.13,,1.02,0.36,,,0.37,,,18,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zygo,NewView 8200,STD 1.4x,0.04,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,1.85,,7.14,11.81,,,12.09,,,4,35,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 1.4x,0.04,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,1.85,,7.14,5.86,,,6,,,4,35,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 1.4x,0.04,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,1.85,,7.14,2.96,,,3.02,,,4,35,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 2.75x,0.08,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,3.71,,3.56,5.91,,,6.05,,,4.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 2.75x,0.08,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,3.71,,3.56,2.93,,,3,,,4.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 2.75x,0.08,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,3.71,,3.56,1.48,,,1.51,,,4.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 5.5x,0.15,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,7.27,,1.9,2.95,,,3.02,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 5.5x,0.15,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,7.27,,1.9,1.47,,,1.5,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 5.5x,0.15,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,7.27,,1.9,0.74,,,0.76,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 10x,0.3,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,14.53,,0.95,1.64,,,1.68,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 10x,0.3,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,14.53,,0.95,0.82,,,0.83,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 10x,0.3,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,14.53,,0.95,0.41,,,0.42,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 20x,4.7,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,21.8,,0.71,0.82,,,0.84,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 20x,4.7,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,21.8,,0.71,0.41,,,0.42,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 20x,4.7,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,21.8,,0.71,0.21,,,0.21,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 22x,0.1,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,4.84,,2.85,0.75,,,0.76,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 22x,0.1,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,4.84,,2.85,0.37,,,0.38,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 22x,0.1,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,4.84,,2.85,0.19,,,0.19,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 50x,0.55,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,28.13,,0.52,0.33,,,0.34,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 50x,0.55,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,28.13,,0.52,0.17,,,0.17,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 50x,0.55,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,28.13,,0.52,0.08,,,0.08,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 100x,0.85,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,40.36,,0.34,0.16,,,0.17,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 100x,0.85,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,40.36,,0.34,0.08,,,0.08,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,STD 100x,0.85,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,40.36,,0.34,0.04,,,0.04,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,LWD 1x,0.003,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,1.34,,9.5,16.42,,,16.81,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,LWD 1x,0.003,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,1.34,,9.5,8.15,,,8.34,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,LWD 1x,0.003,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,1.34,,9.5,4.1,,,4.2,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,LWD 2x,0.055,0.5,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,2.66,,5.18,8.21,,,8.41,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,LWD 2x,0.055,1,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,2.66,,5.18,4.07,,,4.17,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,LWD 2x,0.055,2,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,2.66,,5.18,2.05,,,2.1,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,NewView 8200,LWD 5x,0.03,,CSI,Benchtop,white light,Array,0.12,0.03,0.3,,0.01,,,,86,6.3,,1.02,3.28,,,3.36,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
